subsite,phen_stage,definition,individual_or_plot,plot_aggregation,phen_stage_standardized,simple_phen,comments?
ENDALEN.SNOWBED_HIGH.IJ,FB,,,,FB,,
ENDALEN.SNOWBED_HIGH.IJ,FC,first color change,,,FC,Senesce,
ENDALEN.SNOWBED_HIGH.IJ,FF,First flower bud visible,,,FF,Flower,
ENDALEN.SNOWBED_HIGH.IJ,FL,first leaf visible,,,FL,Green,
ENDALEN.SNOWBED_HIGH.IJ,FO,First flower open,,,FO,Flower,
ENDALEN.SNOWBED_HIGH.IJ,FS,?first stigma or ??,,,FS,Flower,
ENDALEN.SNOWBED_HIGH.IJ,LPO,,,,LPO,,
ENDALEN.SNOWBED_HIGH.IJ,OVS,ovaries??,,,OVS,,
ENDALEN.SNOWBED_HIGH.IJ,PO,,,,PO,,
ENDALEN.SNOWBED_HIGH.IJ,SD,first seed dispersal,,,SD,Disperse,
ENDALEN.SNOWBED_LOW.IJ,AW,,,,AW,,
ENDALEN.SNOWBED_LOW.IJ,FA,first anther or??,,,FA,Flower,
ENDALEN.SNOWBED_LOW.IJ,FB,,,,FB,,
ENDALEN.SNOWBED_LOW.IJ,FC,first color change,,,FC,Senesce,
ENDALEN.SNOWBED_LOW.IJ,FF,First flower bud visible,,,FF,Flower,
ENDALEN.SNOWBED_LOW.IJ,FL,first leaf visible,,,FL,Green,
ENDALEN.SNOWBED_LOW.IJ,FO,First flower open,,,FO,Flower,
ENDALEN.SNOWBED_LOW.IJ,FS,?first stigma or ??,,,FS,Flower,
ENDALEN.SNOWBED_LOW.IJ,LPO,,,,LPO,,
ENDALEN.SNOWBED_LOW.IJ,OVS,ovaries??,,,OVS,,
ENDALEN.SNOWBED_LOW.IJ,PO,,,,PO,,
ENDALEN.SNOWBED_LOW.IJ,SD,first seed dispersal,,,SD,Disperse,
FAROE.DRY_MEADOW.AF,FF,First flower bud visible,,,FF,Flower,
FAROE.DRY_MEADOW.AF,FO,First flower open,,,FO,Flower,
FAROE.DRY_MEADOW.AF,FPE,first petal drop,,,FPE,FlowerEnd,
FAROE.DRY_MEADOW.AF,LPE,last petal drop,,,LPE,FlowerEnd,
FINSE.alpine_meadow.KK,FO,First flower open,,,FO,Flower,
FINSE.alpine_meadow.KK,LPE,last petal drop,,,LPE,FlowerEnd,
FINSE.alpine_moist_heath.KK,FO,First flower open,,,FO,Flower,
FINSE.alpine_moist_heath.KK,LPE,last petal drop,,,LPE,FlowerEnd,
FINSE.stony_snowbed.KK,FL,first leaf visible?,,,FL,Green,
FINSE.stony_snowbed.KK,FO,First flower open,,,FO,Flower,
FINSE.stony_snowbed.KK,LPE,last petal drop,,,LPE,FlowerEnd,
FOSCAGNO.DWARF_SHRUBLAND.NC,FFO,First flower open,individual,,FO,Flower,
FOSCAGNO.DWARF_SHRUBLAND.NC,LS,Leaf senescence (at least 50% of leaves on an individual plant had changed color),individual,,FC1,Senesce,
FOSCAGNO.DWARF_SHRUBLAND.NC,MF,Main flowering (max number of flowers per plot),plot,mean,MF,Flower,
FOSCAGNO.DWARF_SHRUBLAND.NC,NL,First leaf fully expanded,individual,,FL,Green,
FOSCAGNO.GRASSLAND.NC,FFO,First flower open,individual,,FO,Flower,
FOSCAGNO.GRASSLAND.NC,LS,Leaf senescence (at least 50% of leaves on an individual plant had changed color),individual,,FC1,Senesce,
FOSCAGNO.GRASSLAND.NC,MF,Main flowering (max number of flowers per plot),plot,mean,MF,Flower,
FOSCAGNO.GRASSLAND.NC,NL,First leaf fully expanded,individual,,FL,Green,
FOSCAGNO.PIONEER.NC,FFO,First flower open,individual,,FO,Flower,
FOSCAGNO.PIONEER.NC,LS,Leaf senescence (at least 50% of leaves on an individual plant had changed color),individual,,FC1,Senesce,
FOSCAGNO.PIONEER.NC,MF,Main flowering (max number of flowers per plot),plot,mean,MF,Flower,
FOSCAGNO.PIONEER.NC,NL,First leaf fully expanded,individual,,FL,Green,
FOSCAGNO.SHRUBLAND.NC,FFO,First flower open,individual,,FO,Flower,
FOSCAGNO.SHRUBLAND.NC,LS,Leaf senescence (at least 50% of leaves on an individual plant had changed color),individual,,FC1,Senesce,
FOSCAGNO.SHRUBLAND.NC,MF,Main flowering (max number of flowers per plot),plot,mean,MF,Flower,
FOSCAGNO.SHRUBLAND.NC,NL,First leaf fully expanded,individual,,FL,Green,
FOSCAGNO.SNOWBED.NC,FFO,First flower open,individual,,FO,Flower,
FOSCAGNO.SNOWBED.NC,LS,Leaf senescence (at least 50% of leaves on an individual plant had changed color),individual,,FC1,Senesce,
FOSCAGNO.SNOWBED.NC,MF,Main flowering (max number of flowers per plot),plot,mean,MF,Flower,
FOSCAGNO.SNOWBED.NC,NL,First leaf fully expanded,individual,,FL,Green,
GAVIAPASS.POLYTRICHASTRUM.MC,anthesis,anthesis,individual,,FA,Flower,
GAVIAPASS.POLYTRICHASTRUM.MC,expanding_fruits,expanding fruits,individual,,FRUITSEXPANDING,Fruit,
GAVIAPASS.POLYTRICHASTRUM.MC,initiated_fruits,initiated fruids,individual,,FRUITSINITIATED,Fruit,
GAVIAPASS.POLYTRICHASTRUM.MC,seed_dispersal,seed dispersal,individual,,SD,Disperse,
GAVIAPASS.POLYTRICHASTRUM.MC,unopened_buds,unopened buds visible,individual,,FF,Flower,
GAVIAPASS.SALIX.MC,anthesis,anthesis,individual,,FA,Flower,
GAVIAPASS.SALIX.MC,expanding_fruits,expanding fruits,individual,,FRUITSEXPANDING,Fruit,
GAVIAPASS.SALIX.MC,initiated_fruits,initiated fruids,individual,,FRUITSINITIATED,Fruit,
GAVIAPASS.SALIX.MC,seed_dispersal,seed dispersal,individual,,SD,Disperse,
GAVIAPASS.SALIX.MC,unopened_buds,unopened buds visible,individual,,FF,Flower,
HEALY.CiPEHR.MM,all.senesced,no leaves were green,,,AS,Senesce,
HEALY.CiPEHR.MM,bud.burst,bud burst,,,FL,Green,
HEALY.CiPEHR.MM,some.senesced,at least one leaf with no green (turning red or yellow),,,FC,Senesce,
IMNAVAIT.MAT.HS,FCC,first leaf color change,,,FC,Senesce,
IMNAVAIT.MAT.HS,FLB,first leaf bud,,,FLB,Green,
IMNAVAIT.MAT.HS,FLE,full leaf expansion,,,FLE,Green,
IMNAVAIT.MAT.HS,LD,all leaves shed,,,ALS,Senesce,
IMNAVAIT.MAT.HS,TS,total senescence (all leaves colored),,,AS,Senesce,
IMNAVAIT.MAT.HS,WLC,one leaf wholly colored,,,OLWC,Senesce,
JAKOBSHORN.WARMREM.CC,flower,first open flower,plot,min,FO,Flower,
JAKOBSHORN.WARMREM.CC,flowerend,first senesced flower,plot,min,FPE,FlowerEnd,
JAKOBSHORN.WARMREM.CC,green,first green leaf visible,plot,min,FL,Green,
JAKOBSHORN.WARMREM.CC,seedmat,first mature seed,plot,min,FFR,Fruit,
JAKOBSHORN.WARMREM.CC,senesce,first colored leaf,plot,min,FC,Senesce,
KANGER.BASHFUL.EP,B,bloom,plot,min,FO,Flower,
KANGER.BASHFUL.EP,E,"Emergence (new green leaf tissue in the case of graminoids and forbs,  Leaf bud opening was determined on the basis of observation of green leaf tissue extending from within open bud scales in the case of deciduous shrubs)",plot,min,FL,Green,
KANGER.BASHFUL.EP,FS,Flower set,plot,min,FF,Flower,
KANGER.BASHFUL.EP,LO,leaf opening,plot,min,FLE,Green,
KANGER.BASHFUL.EP,RS,Fruit set,plot,min,FFR,Fruit,
KANGER.DOC.EP,B,bloom,plot,min,FO,Flower,
KANGER.DOC.EP,E,"Emergence (new green leaf tissue in the case of graminoids and forbs,  Leaf bud opening was determined on the basis of observation of green leaf tissue extending from within open bud scales in the case of deciduous shrubs)",plot,min,FL,Green,
KANGER.DOC.EP,FS,Flower set,plot,min,FF,Flower,
KANGER.DOC.EP,LO,leaf opening,plot,min,FLE,Green,
KANGER.DOC.EP,RS,Fruit set,plot,min,FFR,Fruit,
KANGER.DOPEY.EP,B,bloom,plot,min,FO,Flower,
KANGER.DOPEY.EP,E,"Emergence (new green leaf tissue in the case of graminoids and forbs,  Leaf bud opening was determined on the basis of observation of green leaf tissue extending from within open bud scales in the case of deciduous shrubs)",plot,min,FL,Green,
KANGER.DOPEY.EP,FS,Flower set,plot,min,FF,Flower,
KANGER.DOPEY.EP,LO,leaf opening,plot,min,FLE,Green,
KANGER.DOPEY.EP,RS,Fruit set,plot,min,FFR,Fruit,
LATNJA.DRY_HEATH.UM,FO,First flower open,,,FO,Flower,
LATNJA.DRY_HEATH.UM,FPE,first petal drop,,,FPE,FlowerEnd,
LATNJA.DRY_MEADOW.UM,FB,,,,FB,,
LATNJA.DRY_MEADOW.UM,FC,first color change,,,FC,Senesce,
LATNJA.DRY_MEADOW.UM,FF,First flower bud visible,,,FF,Flower,
LATNJA.DRY_MEADOW.UM,FL,first leaf visible?,,,FL,Green,
LATNJA.DRY_MEADOW.UM,FLE,first leaf expanded,,,FLE,Green,
LATNJA.DRY_MEADOW.UM,FO,First flower open,,,FO,Flower,
LATNJA.DRY_MEADOW.UM,FPE,first petal drop,,,FPE,FlowerEnd,
LATNJA.DRY_MEADOW.UM,SD,first seed dispersal,,,SD,Disperse,
LATNJA.DRY_MEADOW.UM,TW,,,,TW,Disperse,
LATNJA.TUSSOCK_TUNDRA.UM,FA,first anther or??,,,FA,Flower,
LATNJA.TUSSOCK_TUNDRA.UM,SD,first seed dispersal,,,SD,Disperse,
LATNJA.WET_SEDGE.UM,FC,first color change,,,FC,Senesce,
LATNJA.WET_SEDGE.UM,FO,First flower open,,,FO,Flower,
LATNJA.WET_SEDGE.UM,FPE,first petal drop,,,FPE,FlowerEnd,
LATNJA.WET_SEDGE.UM,SD,first seed dispersal,,,SD,Disperse,
NIWOT.ITEXNUTSNOW.KS,first_flowering_plot,first visible flower in plot,plot,,FO,Flower,
NIWOT.ITEXNUTSNOW.KS,last_flowering_plot,last visible flower in plot,plot,,FPE,FlowerEnd,
NIWOT.NEON.NSF,end of Initial growth,growth,individual,,GROWTHINITIALOFEND,GreenEnd,is this a a thing??
NIWOT.NEON.NSF,end of Leaves,,individual,,ALE,Senesce,
NIWOT.NEON.NSF,end of Open flowers,,individual,,EOF,FlowerEnd,
NIWOT.NEON.NSF,start of Initial growth,growth,individual,,FLB,Green,
NIWOT.NEON.NSF,start of Leaves,,individual,,FL,Green,
NIWOT.NEON.NSF,start of Open flowers,,individual,,FO,Flower,
NIWOT.NODAL_DRYFELLFIELD.MW,init_color_chg,first leaf color change,individual,,FC,Senesce,
NIWOT.NODAL_DRYFELLFIELD.MW,init_pollen,first pollen visible,individual,,FA,Flower,
NIWOT.NODAL_DRYFELLFIELD.MW,init_seed_disp,first seed dispersal,individual,,SD,Disperse,
NIWOT.NODAL_DRYFELLFIELD.MW,tot_color_chg,all leaves colored,individual,,AS,Senesce,
NIWOT.NODAL_DRYMEADOW.MW,init_color_chg,first leaf color change,individual,,FC,Senesce,
NIWOT.NODAL_DRYMEADOW.MW,init_pollen,first pollen visible,individual,,FA,Flower,
NIWOT.NODAL_DRYMEADOW.MW,init_seed_disp,first seed dispersal,individual,,SD,Disperse,
NIWOT.NODAL_DRYMEADOW.MW,tot_color_chg,all leaves colored,individual,,AS,Senesce,
NIWOT.NODAL_MOISTMEADOW.MW,init_color_chg,first leaf color change,individual,,FC,Senesce,
NIWOT.NODAL_MOISTMEADOW.MW,init_pollen,first pollen visible,individual,,FA,Flower,
NIWOT.NODAL_MOISTMEADOW.MW,init_seed_disp,first seed dispersal,individual,,SD,Disperse,
NIWOT.NODAL_MOISTMEADOW.MW,tot_color_chg,all leaves colored,individual,,AS,Senesce,
NIWOT.NODAL_MOISTSHRUBTUNDRA.MW,init_color_chg,first leaf color change,individual,,FC,Senesce,
NIWOT.NODAL_MOISTSHRUBTUNDRA.MW,init_pollen,first pollen visible,individual,,FA,Flower,
NIWOT.NODAL_MOISTSHRUBTUNDRA.MW,init_seed_disp,first seed dispersal,individual,,SD,Disperse,
NIWOT.NODAL_MOISTSHRUBTUNDRA.MW,tot_color_chg,all leaves colored,individual,,AS,Senesce,
NIWOT.NODAL_SNOWBED.MW,init_color_chg,first leaf color change,individual,,FC,Senesce,
NIWOT.NODAL_SNOWBED.MW,init_pollen,first pollen visible,individual,,FA,Flower,
NIWOT.NODAL_SNOWBED.MW,init_seed_disp,first seed dispersal,individual,,SD,Disperse,
NIWOT.NODAL_SNOWBED.MW,tot_color_chg,all leaves colored,individual,,AS,Senesce,
NIWOT.NODAL_SNOWFENCE.MW,init_color_chg,first leaf color change,individual,,FC,Senesce,
NIWOT.NODAL_SNOWFENCE.MW,init_pollen,first pollen visible,individual,,FA,Flower,
NIWOT.NODAL_SNOWFENCE.MW,init_seed_disp,first seed dispersal,individual,,SD,Disperse,
NIWOT.NODAL_SNOWFENCE.MW,tot_color_chg,all leaves colored,individual,,AS,Senesce,
NIWOT.NODAL_WETMEADOW.MW,init_color_chg,first leaf color change,individual,,FC,Senesce,
NIWOT.NODAL_WETMEADOW.MW,init_pollen,first pollen visible,individual,,FA,Flower,
NIWOT.NODAL_WETMEADOW.MW,init_seed_disp,first seed dispersal,individual,,SD,Disperse,
NIWOT.NODAL_WETMEADOW.MW,tot_color_chg,all leaves colored,individual,,AS,Senesce,
NIWOT.SADSNFC.MW,1st_flower_open,first flower or inflorescence open,individual,,FO,Flower,
NIWOT.SADSNFC.MW,1st_leaf,first leaf evident,individual,,FL,Green,
NIWOT.SADSNFC.MW,1st_petal_shed,first petal shed,individual,,FPE,FlowerEnd,
NIWOT.SADSNFC.MW,1st_red_leaf,first reddening of leaves,individual,,FC,Senesce,
NIWOT.SADSNFC.MW,1st_seed_disp,first seed dispersal,individual,,SD,Disperse,
NIWOT.SADSNFC.MW,last_petal_shed,last petal shed,individual,,LPE,FlowerEnd,
NUUK.MAIN.NS,flower,First flower open,plot,min,FO,Flower,
NUUK.MAIN.NS,flowerend,First flower senesced,plot,min,FPE,FlowerEnd,
OZ.OZ1.OHEATH.CW,FF,First flower bud visible,,,FF,Flower,
OZ.OZ1.OHEATH.CW,FO,First flower open,,,FO,Flower,
OZ.OZ1.OHEATH.CW,FPE,first petal drop,,,FPE,FlowerEnd,
OZ.OZ1.OHEATH.CW,LPE,last petal drop,,,LPE,FlowerEnd,
OZ.OZ1.OHEATH.CW,PE,?something between first bud and flower open? - petal expansion?,,,PE,,
OZ.OZ1.OHEATH.CW,SD,first seed dispersal,,,SD,Disperse,
OZ.OZ2.OHEATH.CW,FF,First flower bud visible,,,FF,Flower,
OZ.OZ2.OHEATH.CW,FO,First flower open,,,FO,Flower,
OZ.OZ2.OHEATH.CW,FPE,first petal drop,,,FPE,FlowerEnd,
OZ.OZ2.OHEATH.CW,LPE,last petal drop,,,LPE,FlowerEnd,
OZ.OZ2.OHEATH.CW,PE,?something between first bud and flower open? - petal expansion?,,,PE,,
OZ.OZ2.OHEATH.CW,SD,first seed dispersal,,,SD,Disperse,
QIKIQTARUK.DRYINT.IMS,bud_burst,bud burst,individual,,FLB,Green,
QIKIQTARUK.DRYINT.IMS,last_petal_shed,last petal shed,individual,,LPE,FlowerEnd,
QIKIQTARUK.DRYINT.IMS,open_flower,open flower,individual,,FO,Flower,
QIKIQTARUK.DRYINT.IMS,seed_twist,seed twist,individual,,TWISTSEED,Disperse,
QIKIQTARUK.ERIVAG.IMS,bud_visible,bud visible,individual,,FLB,Green,
QIKIQTARUK.ERIVAG.IMS,pollen_visible,pollen visible,individual,,FA,Flower,
QIKIQTARUK.SALARC.IMS,all_leaves_senesced,all leaves senesced,individual,,ALE,Senesce,
QIKIQTARUK.SALARC.IMS,all_leaves_yellow,all leaves yellow,individual,,AS,Senesce,
QIKIQTARUK.SALARC.IMS,bud_burst,bud burst,individual,,FLB,Green,
QIKIQTARUK.SALARC.IMS,first_yellow_leaf,first yellow leaf,individual,,FC,Senesce,
QIKIQTARUK.SALARC.IMS,pollen_visible,pollen visible,individual,,FA,Flower,
QIKIQTARUK.SALARC.IMS,seed_dispersal,seed dispersal,individual,,SD,Disperse,
STILLBERG.alpine_treeline.SW,FC,first color change,,,FC,Senesce,
STILLBERG.alpine_treeline.SW,FL,first leaf visible,,,FL,Green,
STILLBERG.alpine_treeline.SW,FO,First flower open,,,FO,Flower,
STILLBERG.alpine_treeline.SW,LC,last color change,,,FC,Senesce,
TOOLIK.EDCHTH.DB,FC,First color change,,,FC,Senesce,
TOOLIK.EDCHTH.DB,FF,First flower bud visible,,,FF,Flower,
TOOLIK.EDCHTH.DB,FL,First leaf visible,,,FL,Green,
TOOLIK.EDCHTH.DB,FO,First flower open,,,FO,Flower,
TOOLIK.EDCHTH.DB,FPE,First petal drop,,,FPE,FlowerEnd,
TOOLIK.EDCHTH.DB,LPE,Last petal drop,,,LPE,FlowerEnd,
TOOLIK.EDCHTH.DB,SD,First seed dispersal,,,SD,Disperse,
TOOLIK.EDCMAT.DB,FC,First color change,,,FC,Senesce,
TOOLIK.EDCMAT.DB,FF,First flower bud visible,,,FF,Flower,
TOOLIK.EDCMAT.DB,FL,First leaf visible,,,FL,Green,
TOOLIK.EDCMAT.DB,FLB,,,,FLB,Green,
TOOLIK.EDCMAT.DB,FMB,,,,FMB,,
TOOLIK.EDCMAT.DB,FMO,,,,FMO,,
TOOLIK.EDCMAT.DB,FO,First flower open,,,FO,Flower,
TOOLIK.EDCMAT.DB,FPE,First petal drop,,,FPE,FlowerEnd,
TOOLIK.EDCMAT.DB,LC,,,,LC,Senesce,
TOOLIK.EDCMAT.DB,LPE,Last petal drop,,,LPE,FlowerEnd,
TOOLIK.EDCMAT.DB,SD,First seed dispersal,,,SD,Disperse,
TOOLIK.NEON.NSF,end of Breaking leaf buds,,individual,,EBBK,Green,
TOOLIK.NEON.NSF,end of Colored leaves,,individual,,LEAVESCOLOREDOFEND,Senesce,
TOOLIK.NEON.NSF,end of Falling leaves,,individual,,ALE,Senesce,
TOOLIK.NEON.NSF,end of Increasing leaf size,,individual,,EILS,Green,
TOOLIK.NEON.NSF,end of Initial growth,,individual,,GROWTHINITIALOFEND,GreenEnd,is this a a thing??
TOOLIK.NEON.NSF,end of Leaves,,individual,,LEAVESOFEND,Senesce,
TOOLIK.NEON.NSF,end of Open flowers,,individual,,FPE,FlowerEnd,
TOOLIK.NEON.NSF,end of Young leaves,,individual,,LEAVESYOUNGOFEND,Senesce,
TOOLIK.NEON.NSF,start of Breaking leaf buds,,individual,,FLB,Green,
TOOLIK.NEON.NSF,start of Colored leaves,,individual,,FC,Senesce,
TOOLIK.NEON.NSF,start of Falling leaves,,individual,,FLA,Senesce,
TOOLIK.NEON.NSF,start of Increasing leaf size,,individual,,ILS,Green,
TOOLIK.NEON.NSF,start of Initial growth,,individual,,FLB,Green,
TOOLIK.NEON.NSF,start of Leaves,,individual,,FLE,Green,
TOOLIK.NEON.NSF,start of Open flowers,,individual,,FO,Flower,
TOOLIK.NEON.NSF,start of Young leaves,,individual,,FL,Green,
TOOLIK.SEASONS.SO,BB_start,start of leaf budbreak,individual,,FLB,Green,
TOOLIK.SEASONS.SO,FA_start,first anthesis,individual,,FA,Flower,
TOOLIK.SEASONS.SO,FB_start,First flower bud visible,individual,,FF,Flower,
TOOLIK.SEASONS.SO,first_leaf,first green leaf visible,individual,,FL,Green,
TOOLIK.SEASONS.SO,FW_start,flower withering,individual,,FW,FlowerEnd,
TOOLIK.SEASONS.SO,sen_30_start,first date leaf at least 30% brown,individual,,COL30,Senesce,
TOOLIK.SEASONS.SO,sen_60_start,first date leaf at least 60% brown,individual,,COL60,Senesce,
TOOLIK.SEASONS.SO,sen1_start,first date leaves at least 1% brown,individual,,FC,Senesce,
TOOLIK.USTOOLIKDRY.JW,FIRST_COLOR_CHANGE,first color change,individual,,FC,Senesce,
TOOLIK.USTOOLIKDRY.JW,FIRST_FLOWER_BUD,First flower bud visible,individual,,FF,Flower,
TOOLIK.USTOOLIKDRY.JW,FIRST_FLOWER_OPEN,First flower open,individual,,FO,Flower,
TOOLIK.USTOOLIKDRY.JW,FIRST_LEAF_DROP,first leaf drop,individual,,FLA,Senesce,
TOOLIK.USTOOLIKDRY.JW,FIRST_LEAF_EVIDENT,first leaf visible,individual,,FL,Green,
TOOLIK.USTOOLIKDRY.JW,FIRST_PETAL_DROP,first petal drop,individual,,FPE,FlowerEnd,
TOOLIK.USTOOLIKDRY.JW,FIRST_SEED_DISPERSAL,first seed dispersal,individual,,SD,Disperse,
TOOLIK.USTOOLIKDRY.JW,LAST_COLOR_CHANGE,last color change,individual,,AS,Senesce,
TOOLIK.USTOOLIKDRY.JW,LAST_PETAL_DROP,last petal drop,individual,,LPE,FlowerEnd,
TOOLIK.USTOOLIKDRY.JW,SECOND_SEED_DISPERSAL,second seed dispersal,individual,,SD,Disperse,
TOOLIK.USTOOLIKMOIST.JW,FIRST_COLOR_CHANGE,first color change,individual,,FC,Senesce,
TOOLIK.USTOOLIKMOIST.JW,FIRST_FLOWER_BUD,First flower bud visible,individual,,FF,Flower,
TOOLIK.USTOOLIKMOIST.JW,FIRST_FLOWER_OPEN,First flower open,individual,,FO,Flower,
TOOLIK.USTOOLIKMOIST.JW,FIRST_LEAF_DROP,first leaf drop,individual,,FLA,Senesce,
TOOLIK.USTOOLIKMOIST.JW,FIRST_LEAF_EVIDENT,first leaf visible,individual,,FL,Green,
TOOLIK.USTOOLIKMOIST.JW,FIRST_PETAL_DROP,first petal drop,individual,,FPE,FlowerEnd,
TOOLIK.USTOOLIKMOIST.JW,FIRST_SEED_DISPERSAL,first seed dispersal,individual,,SD,Disperse,
TOOLIK.USTOOLIKMOIST.JW,LAST_COLOR_CHANGE,last color change,individual,,AS,Senesce,
TOOLIK.USTOOLIKMOIST.JW,LAST_PETAL_DROP,last petal drop,individual,,LPE,FlowerEnd,
TOOLIK.USTOOLIKMOIST.JW,SECOND_SEED_DISPERSAL,second seed dispersal,individual,,SD,Disperse,
TOOLIK.USTOOLIKSNOWFIELD.JW,FIRST_COLOR_CHANGE,first color change,individual,,FC,Senesce,
TOOLIK.USTOOLIKSNOWFIELD.JW,FIRST_FLOWER_BUD,First flower bud visible,individual,,FF,Flower,
TOOLIK.USTOOLIKSNOWFIELD.JW,FIRST_FLOWER_OPEN,First flower open,individual,,FO,Flower,
TOOLIK.USTOOLIKSNOWFIELD.JW,FIRST_LEAF_DROP,first leaf drop,individual,,FLA,Senesce,
TOOLIK.USTOOLIKSNOWFIELD.JW,FIRST_LEAF_EVIDENT,first leaf visible,individual,,FL,Green,
TOOLIK.USTOOLIKSNOWFIELD.JW,FIRST_PETAL_DROP,first petal drop,individual,,FPE,FlowerEnd,
TOOLIK.USTOOLIKSNOWFIELD.JW,FIRST_SEED_DISPERSAL,first seed dispersal,individual,,SD,Disperse,
TOOLIK.USTOOLIKSNOWFIELD.JW,LAST_COLOR_CHANGE,last color change,individual,,AS,Senesce,
TOOLIK.USTOOLIKSNOWFIELD.JW,LAST_PETAL_DROP,last petal drop,individual,,LPE,FlowerEnd,
TOOLIK.USTOOLIKSNOWFIELD.JW,SECOND_SEED_DISPERSAL,second seed dispersal,individual,,SD,Disperse,
WHITEMTNS.3100.CK,Flower,First anthers visible,plot,,FO,Flower,
WHITEMTNS.3100.CK,FlowerEnd,No flowers remaining in plot ,plot,,LPE,FlowerEnd,
WHITEMTNS.3700.CK,Flower,First anthers visible,plot,,FO,Flower,
WHITEMTNS.3700.CK,FlowerEnd,No flowers remaining in plot ,plot,,LPE,FlowerEnd,
ZACKENBERG.MAIN.NS,flower,First flower open,plot,min,FO,Flower,
ZACKENBERG.MAIN.NS,flowerend,First flower senesced,plot,min,FPE,FlowerEnd,
VALBERCLA.ITEX.JP,green,first green visible,plot,min,FL,Green,
VALBERCLA.ITEX.JP,flower,First flower open,plot,min,FO,Flower,
VALBERCLA.ITEX.JP,flowerend,First flower senesced,plot,min,FPE,FlowerEnd,
NIWOT.BS_AUDUBON.CF,D,Dormant  time span between snow melt and first sign of plant development,individual,,,,
NIWOT.BS_AUDUBON.CF,V1,Onset of greening (first new leaf parts visible),individual,,FL,Green,
NIWOT.BS_AUDUBON.CF,V2,Total green (all leaves green or unfolded),individual,,TG,Green,
NIWOT.BS_AUDUBON.CF,V3,Start of vegetative growth (start of shoot elongation),individual,,SHE,Green,
NIWOT.BS_AUDUBON.CF,V4,50% senescence,individual,,COL50,Senesce,
NIWOT.BS_AUDUBON.CF,V5,100% senescence,individual,,AS,Senesce,
NIWOT.BS_AUDUBON.CF,R1,Flower buds swelling/bud burst,individual,,FF,Flower,
NIWOT.BS_AUDUBON.CF,R2,Flower open,individual,,FO,Flower,
NIWOT.BS_AUDUBON.CF,R3,Flower senescent ,individual,,FW,FlowerEnd,
NIWOT.BS_AUDUBON.CF,LTR,leaves turning red,individual,,FC,Senesce,
NIWOT.BS_TROUGH.CF,V1,Onset of greening (first new leaf parts visible),individual,,FL,Green,
NIWOT.BS_TROUGH.CF,V2,Total green (all leaves green or unfolded),individual,,TG,Green,
NIWOT.BS_TROUGH.CF,V3,Start of vegetative growth (start of shoot elongation),individual,,SHE,Green,
NIWOT.BS_TROUGH.CF,V4,50% senescence,individual,,COL50,Senesce,
NIWOT.BS_TROUGH.CF,V5,100% senescence,individual,,AS,Senesce,
NIWOT.BS_TROUGH.CF,R1,Flower buds swelling/bud burst,individual,,FF,Flower,
NIWOT.BS_TROUGH.CF,R2,Flower open,individual,,FO,Flower,
NIWOT.BS_TROUGH.CF,R3,Flower senescent ,individual,,FW,FlowerEnd,
NIWOT.BS_TROUGH.CF,LTR,leaves turning red,individual,,FC,Senesce,
NIWOT.BS_EK.CF,V1,Onset of greening (first new leaf parts visible),individual,,FL,Green,
NIWOT.BS_EK.CF,V2,Total green (all leaves green or unfolded),individual,,TG,Green,
NIWOT.BS_EK.CF,V3,Start of vegetative growth (start of shoot elongation),individual,,SHE,Green,
NIWOT.BS_EK.CF,V4,50% senescence,individual,,COL50,Senesce,
NIWOT.BS_EK.CF,V5,100% senescence,individual,,AS,Senesce,
NIWOT.BS_EK.CF,R1,Flower buds swelling/bud burst,individual,,FF,Flower,
NIWOT.BS_EK.CF,R2,Flower open,individual,,FO,Flower,
NIWOT.BS_EK.CF,R3,Flower senescent ,individual,,FW,FlowerEnd,
NIWOT.BS_EK.CF,LTR,leaves turning red,individual,,FC,Senesce,
NIWOT.BS_LEFTY.CF,V1,Onset of greening (first new leaf parts visible),individual,,FL,Green,
NIWOT.BS_LEFTY.CF,V2,Total green (all leaves green or unfolded),individual,,TG,Green,
NIWOT.BS_LEFTY.CF,V3,Start of vegetative growth (start of shoot elongation),individual,,SHE,Green,
NIWOT.BS_LEFTY.CF,V4,50% senescence,individual,,COL50,Senesce,
NIWOT.BS_LEFTY.CF,V5,100% senescence,individual,,AS,Senesce,
NIWOT.BS_LEFTY.CF,R1,Flower buds swelling/bud burst,individual,,FF,Flower,
NIWOT.BS_LEFTY.CF,R2,Flower open,individual,,FO,Flower,
NIWOT.BS_LEFTY.CF,R3,Flower senescent ,individual,,FW,FlowerEnd,
NIWOT.BS_LEFTY.CF,LTR,leaves turning red,individual,,FC,Senesce,
