"year","treatment","spp","phen_stage","subsite","site_name","ct","ct_na"
2002,"CTL","DRYOCT","AW","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2002,"CTL","DRYOCT","FC","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2002,"CTL","DRYOCT","FF","ENDALEN.FELLFIELD.IJ","ENDALEN",5,5
2002,"CTL","DRYOCT","FO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,3
2002,"CTL","DRYOCT","FPO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2002,"CTL","DRYOCT","FU","ENDALEN.FELLFIELD.IJ","ENDALEN",5,3
2002,"CTL","DRYOCT","LPE","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2002,"CTL","DRYOCT","SD","ENDALEN.FELLFIELD.IJ","ENDALEN",5,3
2002,"CTL","DRYOCT","TW","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2002,"CTL","POLVIV","AW","ENDALEN.FELLFIELD.IJ","ENDALEN",3,1
2002,"CTL","POLVIV","FB","ENDALEN.FELLFIELD.IJ","ENDALEN",3,1
2002,"CTL","POLVIV","FC","ENDALEN.FELLFIELD.IJ","ENDALEN",3,1
2002,"CTL","POLVIV","FF","ENDALEN.FELLFIELD.IJ","ENDALEN",3,1
2002,"CTL","POLVIV","FL","ENDALEN.FELLFIELD.IJ","ENDALEN",3,0
2002,"CTL","POLVIV","FO","ENDALEN.FELLFIELD.IJ","ENDALEN",3,1
2002,"CTL","SALPOL","AW","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2002,"CTL","SALPOL","FA","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2002,"CTL","SALPOL","FC","ENDALEN.FELLFIELD.IJ","ENDALEN",5,5
2002,"CTL","SALPOL","FF","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2002,"CTL","SALPOL","FS","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2002,"CTL","SALPOL","LPO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2002,"CTL","SALPOL","OVS","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2002,"CTL","SALPOL","PO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,3
2002,"CTL","SALPOL","SD","ENDALEN.FELLFIELD.IJ","ENDALEN",5,5
2002,"CTL","SAXOPP","FF","ENDALEN.FELLFIELD.IJ","ENDALEN",5,5
2002,"CTL","SAXOPP","FO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,2
2002,"CTL","SAXOPP","FPE","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2002,"CTL","SAXOPP","FPO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,3
2002,"CTL","SAXOPP","PO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,5
2002,"CTL","SAXOPP","SD","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2003,"CTL","DRYOCT","AW","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2003,"CTL","DRYOCT","FC","ENDALEN.FELLFIELD.IJ","ENDALEN",5,5
2003,"CTL","DRYOCT","FF","ENDALEN.FELLFIELD.IJ","ENDALEN",5,5
2003,"CTL","DRYOCT","FO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2003,"CTL","DRYOCT","FPO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2003,"CTL","DRYOCT","FU","ENDALEN.FELLFIELD.IJ","ENDALEN",5,2
2003,"CTL","DRYOCT","LPE","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2003,"CTL","DRYOCT","SD","ENDALEN.FELLFIELD.IJ","ENDALEN",5,5
2003,"CTL","DRYOCT","TW","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2003,"CTL","POLVIV","AW","ENDALEN.FELLFIELD.IJ","ENDALEN",3,1
2003,"CTL","POLVIV","FB","ENDALEN.FELLFIELD.IJ","ENDALEN",3,2
2003,"CTL","POLVIV","FC","ENDALEN.FELLFIELD.IJ","ENDALEN",3,0
2003,"CTL","POLVIV","FF","ENDALEN.FELLFIELD.IJ","ENDALEN",3,1
2003,"CTL","POLVIV","FL","ENDALEN.FELLFIELD.IJ","ENDALEN",3,0
2003,"CTL","POLVIV","FO","ENDALEN.FELLFIELD.IJ","ENDALEN",3,0
2003,"CTL","SALPOL","AW","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2003,"CTL","SALPOL","FA","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2003,"CTL","SALPOL","FC","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2003,"CTL","SALPOL","FF","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2003,"CTL","SALPOL","FS","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2003,"CTL","SALPOL","LPO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2003,"CTL","SALPOL","OVS","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2003,"CTL","SALPOL","PO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2003,"CTL","SALPOL","SD","ENDALEN.FELLFIELD.IJ","ENDALEN",5,3
2003,"CTL","SAXOPP","FF","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2003,"CTL","SAXOPP","FO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2003,"CTL","SAXOPP","FPE","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2003,"CTL","SAXOPP","FPO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2003,"CTL","SAXOPP","PO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2003,"CTL","SAXOPP","SD","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2004,"CTL","DRYOCT","AW","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2004,"CTL","DRYOCT","FC","ENDALEN.FELLFIELD.IJ","ENDALEN",5,5
2004,"CTL","DRYOCT","FF","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2004,"CTL","DRYOCT","FO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2004,"CTL","DRYOCT","FPO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2004,"CTL","DRYOCT","FU","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2004,"CTL","DRYOCT","LPE","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2004,"CTL","DRYOCT","SD","ENDALEN.FELLFIELD.IJ","ENDALEN",5,3
2004,"CTL","DRYOCT","TW","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2004,"CTL","POLVIV","AW","ENDALEN.FELLFIELD.IJ","ENDALEN",2,0
2004,"CTL","POLVIV","FB","ENDALEN.FELLFIELD.IJ","ENDALEN",2,1
2004,"CTL","POLVIV","FC","ENDALEN.FELLFIELD.IJ","ENDALEN",2,0
2004,"CTL","POLVIV","FF","ENDALEN.FELLFIELD.IJ","ENDALEN",2,0
2004,"CTL","POLVIV","FL","ENDALEN.FELLFIELD.IJ","ENDALEN",2,1
2004,"CTL","POLVIV","FO","ENDALEN.FELLFIELD.IJ","ENDALEN",2,0
2004,"CTL","SALPOL","AW","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2004,"CTL","SALPOL","FA","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2004,"CTL","SALPOL","FC","ENDALEN.FELLFIELD.IJ","ENDALEN",5,5
2004,"CTL","SALPOL","FF","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2004,"CTL","SALPOL","FS","ENDALEN.FELLFIELD.IJ","ENDALEN",5,2
2004,"CTL","SALPOL","LPO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2004,"CTL","SALPOL","OVS","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2004,"CTL","SALPOL","PO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2004,"CTL","SALPOL","SD","ENDALEN.FELLFIELD.IJ","ENDALEN",5,3
2004,"CTL","SAXOPP","FF","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2004,"CTL","SAXOPP","FO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2004,"CTL","SAXOPP","FPE","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2004,"CTL","SAXOPP","FPO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2004,"CTL","SAXOPP","PO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,4
2004,"CTL","SAXOPP","SD","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2005,"CTL","DRYOCT","AW","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2005,"CTL","DRYOCT","FC","ENDALEN.FELLFIELD.IJ","ENDALEN",5,5
2005,"CTL","DRYOCT","FF","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2005,"CTL","DRYOCT","FO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2005,"CTL","DRYOCT","FPO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2005,"CTL","DRYOCT","FU","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2005,"CTL","DRYOCT","LPE","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2005,"CTL","DRYOCT","SD","ENDALEN.FELLFIELD.IJ","ENDALEN",5,5
2005,"CTL","DRYOCT","TW","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2005,"CTL","POLVIV","AW","ENDALEN.FELLFIELD.IJ","ENDALEN",2,0
2005,"CTL","POLVIV","FB","ENDALEN.FELLFIELD.IJ","ENDALEN",2,2
2005,"CTL","POLVIV","FC","ENDALEN.FELLFIELD.IJ","ENDALEN",2,0
2005,"CTL","POLVIV","FF","ENDALEN.FELLFIELD.IJ","ENDALEN",2,0
2005,"CTL","POLVIV","FL","ENDALEN.FELLFIELD.IJ","ENDALEN",2,2
2005,"CTL","POLVIV","FO","ENDALEN.FELLFIELD.IJ","ENDALEN",2,0
2005,"CTL","SALPOL","AW","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2005,"CTL","SALPOL","FA","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2005,"CTL","SALPOL","FC","ENDALEN.FELLFIELD.IJ","ENDALEN",5,5
2005,"CTL","SALPOL","FF","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2005,"CTL","SALPOL","FS","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2005,"CTL","SALPOL","LPO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2005,"CTL","SALPOL","OVS","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2005,"CTL","SALPOL","PO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,1
2005,"CTL","SALPOL","SD","ENDALEN.FELLFIELD.IJ","ENDALEN",5,2
2005,"CTL","SAXOPP","FF","ENDALEN.FELLFIELD.IJ","ENDALEN",5,3
2005,"CTL","SAXOPP","FO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2005,"CTL","SAXOPP","FPE","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2005,"CTL","SAXOPP","FPO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2005,"CTL","SAXOPP","PO","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
2005,"CTL","SAXOPP","SD","ENDALEN.FELLFIELD.IJ","ENDALEN",5,0
